Id,MSSubClass,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,GarageType_NoNull,GarageYrBlt_NoNull,MasVnrArea_NoNull,LotFrontage_capped,LotArea_capped,TotalBsmtSF_capped,GrLivArea_capped,GarageArea_capped,1stFlrSF_capped
1291,80,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,TA,TA,PConc,TA,TA,Av,TA,1014,Unf,0,138,GasA,TA,Y,SBrkr,0,0,1,0,1,0,3,1,TA,6,Typ,1,Gd,RFn,2,TA,TA,Y,227,0,0,0,0,0,4,2010,WD,Normal,180500,Attchd,1964.0,86.0,,14112.0,1152.0,1152.0,484.0,1152.0
1292,160,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,TA,TA,No,TA,231,Unf,0,399,GasA,TA,Y,SBrkr,672,0,0,0,2,1,3,1,TA,6,Typ,0,None,Unf,1,TA,TA,Y,185,0,0,0,0,0,2,2009,WD,Normal,119500,Detchd,1972.0,268.0,21.0,1680.0,630.0,1302.0,264.0,630.0
1293,70,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,Stone,TA,TA,No,TA,0,Unf,0,994,GasA,TA,N,SBrkr,994,0,0,0,2,0,4,2,TA,11,Min2,0,None,RFn,1,TA,TA,Y,0,287,0,0,0,0,12,2009,WD,Normal,107500,Attchd,1985.0,0.0,60.0,6600.0,994.0,2372.0,432.0,1378.0
1294,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,No,Gd,194,Unf,0,638,GasA,TA,Y,SBrkr,832,0,0,0,2,1,4,1,TA,8,Typ,1,TA,RFn,2,TA,TA,Y,0,28,0,0,259,0,3,2006,WD,Normal,162900,Attchd,1976.0,0.0,78.0,10140.0,832.0,1664.0,528.0,832.0
1295,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,TA,TA,CBlock,TA,TA,No,TA,167,Unf,0,697,GasA,TA,Y,SBrkr,0,0,1,0,1,0,2,1,TA,5,Typ,0,None,Unf,2,TA,TA,N,0,0,0,0,0,0,4,2006,WD,Normal,115000,Detchd,1957.0,0.0,60.0,8172.0,864.0,864.0,572.0,864.0
1296,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Av,TA,1016,Unf,0,36,GasA,Gd,Y,SBrkr,0,0,1,0,1,1,3,1,TA,5,Typ,0,None,RFn,1,TA,TA,Y,356,0,0,0,0,0,11,2006,WD,Normal,138500,Attchd,1968.0,168.0,70.0,8400.0,1052.0,1052.0,288.0,1052.0
1297,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,Mn,TA,776,Unf,0,344,GasA,Gd,Y,SBrkr,0,0,1,0,2,0,3,1,TA,6,Typ,0,None,RFn,2,TA,TA,Y,192,20,123,0,0,0,12,2008,WD,Normal,155000,Attchd,1963.0,148.0,80.0,8700.0,1120.0,1128.0,525.0,1128.0
1298,180,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Gd,Gd,547,Unf,0,0,GasA,Gd,Y,SBrkr,0,0,1,0,2,0,2,1,TA,5,Typ,0,None,Fin,2,TA,TA,Y,0,44,0,0,0,0,6,2006,New,Partial,140000,Basment,2005.0,82.0,35.0,3675.0,547.0,1072.0,525.0,1072.0
1299,60,RL,Pave,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Ex,TA,PConc,Ex,TA,Gd,Ex,5644,Unf,0,466,GasA,Ex,Y,SBrkr,950,0,2,0,2,1,3,1,Ex,12,Typ,3,Gd,Fin,2,TA,TA,Y,214,292,0,0,0,0,1,2008,New,Partial,160000,Attchd,2008.0,796.0,130.7618378042347,35469.990413139654,2154.1927632034713,2829.1646571881433,1007.4922406197525,2129.096057431453
1300,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,TA,340,Rec,906,0,GasA,Ex,Y,SBrkr,0,0,1,0,1,1,3,1,Gd,6,Typ,0,None,RFn,1,TA,TA,Y,218,0,0,0,0,0,5,2010,WD,Normal,154000,Attchd,1959.0,0.0,75.0,7500.0,1246.0,1246.0,305.0,1246.0
1301,60,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Gd,694,Unf,0,284,GasA,Ex,Y,SBrkr,978,0,0,0,2,1,3,1,Gd,9,Typ,1,TA,Fin,2,TA,TA,Y,0,0,0,0,0,0,5,2009,WD,Normal,225000,Attchd,1999.0,344.0,,10762.0,978.0,1983.0,490.0,1005.0
1302,70,RL,Pave,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,TA,547,Unf,0,224,GasA,Fa,Y,SBrkr,741,0,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Unf,1,TA,TA,P,0,0,0,0,224,0,11,2009,WD,Normal,177500,Attchd,1942.0,0.0,,7500.0,771.0,1494.0,213.0,753.0
1303,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Gd,740,Unf,0,425,GasA,Ex,Y,SBrkr,1323,0,1,0,2,1,4,1,Gd,8,Typ,1,TA,RFn,3,TA,TA,Y,309,78,0,0,0,0,12,2006,WD,Normal,290000,Attchd,1994.0,391.0,92.0,10120.0,1165.0,2526.0,844.0,1203.0
1304,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,Gd,0,Unf,0,1616,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,Gd,7,Typ,0,None,RFn,3,TA,TA,Y,208,59,0,0,0,0,4,2006,WD,Normal,232000,Attchd,2005.0,228.0,73.0,8688.0,1616.0,1616.0,834.0,1616.0
1305,160,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Gd,0,Unf,0,976,GasA,Ex,Y,SBrkr,732,0,0,0,2,0,3,1,Gd,7,Maj1,0,None,Unf,2,TA,TA,Y,0,40,0,0,0,0,4,2006,WD,Normal,130000,Detchd,2004.0,117.0,32.0,3363.0,976.0,1708.0,380.0,976.0
1306,20,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,No,Ex,1572,Unf,0,80,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,2,1,Ex,6,Typ,2,Ex,Fin,2,TA,TA,Y,404,102,0,0,0,0,11,2009,WD,Normal,325000,Attchd,2006.0,300.0,108.0,13173.0,1652.0,1652.0,840.0,1652.0
1307,120,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Gd,0,Unf,0,1368,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,RFn,2,TA,TA,Y,132,35,0,0,0,0,9,2006,New,Partial,202500,Attchd,2005.0,94.0,48.0,6955.0,1368.0,1368.0,474.0,1368.0
1308,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,Gd,Gd,No,Gd,746,Unf,0,244,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,3,1,TA,5,Typ,0,None,Unf,2,TA,TA,Y,0,64,0,0,0,0,5,2009,WD,Normal,138000,Detchd,2000.0,0.0,60.0,8072.0,990.0,990.0,480.0,990.0
1309,20,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,TA,144,ALQ,608,172,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,2,1,Gd,6,Typ,0,None,Unf,2,TA,TA,Y,0,36,0,0,0,0,5,2008,WD,Normal,147000,Attchd,1948.0,0.0,100.0,12000.0,924.0,1122.0,528.0,1122.0
1310,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,No,Gd,1200,Unf,0,78,GasA,Gd,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,6,Typ,0,None,RFn,2,TA,TA,Y,112,51,0,0,0,0,6,2008,WD,Normal,179200,Attchd,1991.0,88.0,,7153.0,1278.0,1294.0,496.0,1294.0
1311,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,Gd,Gd,PConc,Gd,TA,Av,Gd,1406,Unf,0,496,GasA,TA,Y,SBrkr,0,0,1,0,2,0,3,1,Ex,7,Typ,2,TA,Fin,2,TA,TA,Y,0,207,162,0,0,0,5,2010,WD,Normal,335000,Attchd,1959.0,0.0,100.0,17500.0,1902.0,1902.0,567.0,1902.0
1312,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Gd,925,Unf,0,349,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,6,Typ,0,None,RFn,2,TA,TA,Y,264,98,0,0,0,0,1,2007,New,Partial,203000,Attchd,2005.0,80.0,68.0,8814.0,1274.0,1274.0,508.0,1274.0
1313,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,Ex,TA,No,Ex,482,Unf,0,971,GasA,Ex,Y,SBrkr,1357,0,0,0,2,1,4,1,Gd,9,Typ,1,Ex,RFn,2,Gd,Gd,Y,500,0,0,0,0,0,6,2007,WD,Normal,302000,Attchd,1990.0,336.0,,9572.0,1453.0,2810.0,750.0,1453.0
1314,60,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Gd,0,Unf,0,1393,GasA,Ex,Y,SBrkr,1177,0,0,0,2,1,4,1,Gd,10,Typ,1,TA,Fin,3,TA,TA,Y,668,30,0,0,0,0,5,2010,WD,Normal,333168,BuiltIn,1999.0,165.0,108.0,14774.0,1393.0,2599.0,779.0,1422.0
1315,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,TA,732,Unf,0,216,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,3,1,TA,5,Typ,1,TA,Unf,1,TA,TA,Y,0,36,0,0,0,0,10,2007,WD,Normal,119000,Detchd,1956.0,0.0,60.0,8190.0,948.0,948.0,280.0,948.0
1316,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Fa,TA,Mn,Fa,500,LwQ,276,176,GasA,TA,Y,SBrkr,1020,0,0,0,2,1,4,1,TA,9,Typ,2,Gd,Unf,2,TA,TA,Y,280,0,0,0,0,0,6,2008,WD,Normal,206900,Attchd,1969.0,0.0,85.0,11075.0,952.0,2112.0,576.0,1092.0
1317,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Gd,Ex,0,Unf,0,1622,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Ex,8,Typ,1,Gd,RFn,3,TA,TA,Y,172,42,0,0,0,0,1,2009,WD,Normal,295493,Attchd,2008.0,270.0,61.0,10226.0,1622.0,1630.0,860.0,1630.0
1318,120,FV,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,Gd,No,Ex,0,Unf,0,1352,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,2,1,Gd,5,Typ,1,Gd,RFn,2,TA,TA,Y,0,241,0,0,0,0,4,2007,New,Partial,208900,Attchd,2006.0,0.0,47.0,4230.0,1352.0,1352.0,466.0,1352.0
1319,20,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Gd,Gd,0,Unf,0,1753,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,Gd,7,Typ,1,TA,RFn,3,TA,TA,Y,198,150,0,0,0,0,8,2006,WD,Normal,275000,Attchd,2001.0,178.0,,14781.0,1753.0,1787.0,748.0,1787.0
1320,20,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,No,TA,492,Unf,0,372,GasA,Ex,Y,SBrkr,0,0,0,0,1,0,3,1,TA,5,Typ,0,None,Unf,1,TA,TA,Y,0,0,0,0,0,0,2,2007,WD,Normal,111000,Attchd,1954.0,132.0,75.0,10215.0,864.0,948.0,248.0,948.0
1321,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,TA,189,Rec,661,628,GasA,Gd,Y,SBrkr,0,0,1,0,1,1,3,1,TA,6,Typ,2,Gd,RFn,2,TA,TA,Y,114,0,0,0,216,0,6,2009,WD,Normal,156500,Attchd,1957.0,0.0,70.0,8400.0,1478.0,1478.0,442.0,1478.0
1322,20,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,TA,TA,CBlock,NoBasement,NoBasement,NoBasement,NoBasement,0,NoBasement,0,0,Floor,TA,N,SBrkr,0,0,0,0,1,0,2,1,TA,4,Typ,0,None,Unf,1,TA,Fa,Y,0,0,0,0,0,0,7,2008,WD,Normal,72500,Detchd,1955.0,0.0,,6627.0,0.0,720.0,287.0,720.0
1323,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,No,Gd,674,Unf,0,76,GasA,Ex,Y,SBrkr,862,0,1,0,2,1,3,1,Gd,8,Typ,1,TA,RFn,2,TA,TA,Y,240,39,0,0,0,0,6,2010,WD,Normal,190000,Attchd,1992.0,0.0,107.0,10186.0,750.0,1923.0,564.0,1061.0
1324,30,RL,Pave,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,Fa,TA,CBlock,TA,TA,No,TA,280,Unf,0,140,GasA,Gd,Y,SBrkr,0,0,0,0,1,0,2,1,Fa,5,Typ,0,None,NoGarage,0,NoGarage,NoGarage,Y,164,0,0,0,0,0,12,2009,WD,Normal,82500,None,2005.0,0.0,50.0,5330.0,420.0,708.0,0.0,708.0
1325,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Av,Ex,0,Unf,0,1795,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,2,1,Gd,7,Typ,1,Gd,RFn,3,TA,TA,Y,0,49,0,0,0,0,2,2007,New,Partial,147000,Attchd,2007.0,428.0,75.0,9986.0,1795.0,1795.0,895.0,1795.0
1326,30,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,BrkTil,TA,Fa,No,TA,0,Unf,0,796,GasA,Fa,N,SBrkr,0,0,0,0,1,0,2,1,TA,5,Typ,0,None,NoGarage,0,NoGarage,NoGarage,N,0,0,100,0,0,0,1,2008,WD,Normal,55000,None,2005.0,0.0,40.0,3636.0,796.0,796.0,0.0,796.0
1327,30,RH,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,No,TA,544,Unf,0,0,GasA,Ex,Y,SBrkr,0,0,0,0,1,0,3,1,Gd,6,Typ,0,None,NoGarage,0,NoGarage,NoGarage,Y,0,0,286,0,0,0,5,2007,WD,Normal,79000,None,2005.0,0.0,70.0,4270.0,544.0,774.0,0.0,774.0
1328,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,TA,TA,No,TA,641,Unf,0,175,GasA,Ex,Y,SBrkr,0,0,0,1,1,0,3,1,Gd,5,Typ,1,Ex,Unf,1,TA,TA,Y,0,0,0,0,0,0,10,2008,WD,Normal,130500,Attchd,1982.0,0.0,60.0,6600.0,816.0,816.0,264.0,816.0
1329,50,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,Gd,Gd,BrkTil,Gd,TA,No,Gd,493,Unf,0,1017,GasW,Ex,Y,SBrkr,1208,0,0,0,2,0,5,1,TA,8,Mod,2,TA,Unf,2,Fa,TA,Y,0,547,0,0,480,1150,6,2008,WD,Normal,256000,Detchd,1920.0,0.0,60.0,10440.0,1510.0,2792.0,520.0,1584.0
1330,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,Gd,0,Unf,0,935,GasA,Gd,Y,SBrkr,677,0,0,0,2,1,3,1,TA,8,Typ,1,TA,Fin,2,TA,TA,Y,0,28,0,0,0,0,6,2006,WD,Normal,176500,Attchd,1998.0,0.0,63.0,9084.0,935.0,1632.0,462.0,955.0
1331,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,Gd,Av,Gd,0,Unf,0,1588,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,RFn,3,TA,TA,Y,144,45,0,0,0,0,12,2007,WD,Normal,227000,Attchd,2006.0,410.0,85.0,10000.0,1588.0,1588.0,825.0,1588.0
1332,80,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Av,TA,483,Unf,0,428,GasA,Gd,Y,SBrkr,0,0,0,0,1,0,3,1,TA,6,Typ,0,None,Unf,2,TA,TA,Y,0,0,0,0,0,0,7,2006,WD,Normal,132500,Detchd,1976.0,0.0,55.0,10780.0,911.0,954.0,576.0,954.0
1333,20,RL,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Mn,TA,690,Unf,0,126,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,2,1,TA,3,Typ,1,Gd,Unf,1,Fa,Fa,Y,0,0,0,0,0,0,5,2009,WD,Normal,100000,Detchd,1958.0,0.0,67.0,8877.0,816.0,816.0,288.0,816.0
1334,50,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,TA,0,Unf,0,803,GasA,Ex,Y,SBrkr,557,0,0,0,1,1,2,1,Gd,6,Typ,0,None,Unf,1,TA,TA,Y,0,65,190,0,0,0,7,2006,WD,Normal,125500,Detchd,1951.0,0.0,60.0,7200.0,803.0,1360.0,297.0,803.0
1335,160,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,TA,765,Unf,0,0,GasA,TA,Y,SBrkr,600,0,0,0,1,1,3,1,TA,7,Min1,0,None,Unf,2,TA,TA,Y,0,36,0,0,0,0,5,2009,WD,Normal,125000,Attchd,1970.0,312.0,24.0,2368.0,765.0,1365.0,440.0,765.0
1336,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,No,Gd,686,Unf,0,664,GasA,TA,Y,SBrkr,0,0,0,1,2,0,2,1,TA,6,Typ,1,TA,RFn,2,TA,TA,Y,0,16,0,0,0,0,4,2009,WD,Normal,167900,Attchd,1977.0,360.0,80.0,9650.0,1350.0,1334.0,630.0,1334.0
1337,90,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,No,TA,0,Unf,0,1656,GasA,TA,Y,SBrkr,0,0,0,0,2,0,4,2,TA,8,Typ,0,None,Unf,2,TA,TA,Y,0,211,0,0,0,0,11,2008,WD,Normal,135000,Detchd,1973.0,564.0,87.0,9246.0,1656.0,1656.0,506.0,1656.0
1338,30,RM,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,TA,0,Unf,0,693,Grav,Fa,N,FuseA,0,0,0,0,1,0,2,1,Fa,4,Typ,0,None,NoGarage,0,NoGarage,NoGarage,N,0,20,0,0,0,0,3,2006,WD,Normal,52500,None,2005.0,0.0,130.7618378042347,4118.0,693.0,693.0,0.0,693.0
1339,60,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Gd,700,Unf,0,216,GasA,Ex,Y,SBrkr,941,0,1,0,2,1,3,1,Gd,8,Typ,0,None,RFn,2,TA,TA,Y,146,91,0,0,0,0,6,2006,WD,Normal,200000,BuiltIn,2002.0,0.0,95.0,13450.0,916.0,1861.0,492.0,920.0
1340,20,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,Mn,TA,360,Unf,0,504,GasA,Ex,Y,SBrkr,0,0,0,0,1,0,3,1,TA,5,Typ,0,None,RFn,1,TA,TA,Y,0,0,0,0,0,0,6,2006,WD,Normal,128500,Attchd,1972.0,0.0,120.0,9560.0,864.0,864.0,288.0,864.0
1341,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,TA,0,Unf,0,858,GasA,TA,Y,SBrkr,0,0,0,0,1,0,3,1,TA,5,Typ,0,None,Unf,4,TA,TA,Y,0,0,0,0,0,0,6,2007,WD,Normal,123000,Detchd,1974.0,0.0,70.0,8294.0,858.0,872.0,480.0,872.0
1342,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,Gd,814,Unf,0,300,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,3,1,Gd,6,Typ,0,None,Unf,2,TA,TA,Y,0,78,0,0,0,0,7,2008,WD,Normal,155000,Detchd,2004.0,0.0,66.0,13695.0,1114.0,1114.0,576.0,1114.0
