MSZoning,Street,LotShape,LandSlope,Neighborhood,HouseStyle,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,KitchenQual,FireplaceQu,GarageFinish,GarageType_NoNull,OverallQual,GrLivArea_capped,TotalBsmtSF_capped,2ndFlrSF,BsmtFinSF1,1stFlrSF_capped,LotArea_capped,GarageArea_capped,YearBuilt,LotFrontage_capped
RL,Pave,Reg,Gtl,Edwards,1.5Fin,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Attchd,6,1855.0,994.0,639,444,1216.0,9525.0,325.0,1954,75.0
RL,Pave,IR1,Gtl,SawyerW,SFoyer,TA,CBlock,Gd,Av,Gd,GasA,Gd,Y,Gd,,RFn,Attchd,5,884.0,840.0,0,747,884.0,9180.0,504.0,1983,
RL,Pave,Reg,Gtl,NridgHt,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,BuiltIn,7,1626.0,764.0,862,0,764.0,2628.0,474.0,2003,36.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,1284.0,720.0,564,312,720.0,3500.0,240.0,1947,50.0
RL,Pave,Reg,Gtl,CollgCr,2Story,Gd,PConc,Gd,Mn,Gd,GasA,Ex,Y,Gd,Gd,Unf,Attchd,8,2290.0,1128.0,1141,0,1149.0,11250.0,779.0,2002,
RM,Grvl,IR2,Mod,IDOTRR,1Story,Fa,CBlock,Gd,Gd,Gd,GasA,TA,N,TA,,Unf,CarPort,5,816.0,816.0,0,104,816.0,8472.0,516.0,1963,110.0
RL,Pave,IR1,Gtl,NWAmes,1.5Fin,Gd,PConc,Gd,No,Gd,GasA,Gd,Y,Gd,,Unf,Attchd,7,2183.0,1204.0,806,1002,1377.0,13837.0,786.0,1988,
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,BrkTil,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,1869.0,1088.0,561,1088,1188.0,8820.0,456.0,1890,98.0
RL,Pave,Reg,Gtl,Crawfor,2.5Unf,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,Gd,Unf,Detchd,7,1646.0,918.0,728,364,918.0,7128.0,240.0,1941,53.0
RL,Pave,IR1,Gtl,SawyerW,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,8,1844.0,1844.0,0,976,1844.0,10994.0,620.0,2005,88.0
RL,Pave,IR1,Gtl,Timber,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,8,1571.0,1571.0,0,0,1571.0,10991.0,722.0,2007,89.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Unf,Detchd,7,2082.0,1362.0,720,0,1362.0,11426.0,484.0,2003,63.0
RL,Pave,Reg,Gtl,Mitchel,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,2Types,7,1959.0,1907.0,0,0,1959.0,11070.0,766.0,1988,82.0
RL,Pave,Reg,Gtl,NridgHt,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Ex,Gd,Fin,BuiltIn,8,2374.0,1181.0,1140,0,1234.0,11999.0,656.0,2003,93.0
RL,Pave,Reg,Gtl,NAmes,2Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,Gd,Gd,Fin,Attchd,6,2142.0,896.0,960,448,1182.0,13000.0,509.0,1968,100.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Detchd,7,1200.0,600.0,600,0,520.0,3180.0,480.0,2005,30.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,1992.0,1053.0,939,0,1053.0,9375.0,648.0,2003,75.0
RL,Pave,Reg,Gtl,NoRidge,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,BuiltIn,8,2285.0,969.0,1288,0,997.0,11000.0,648.0,2000,
RL,Pave,IR2,Sev,ClearCr,1Story,TA,CBlock,Gd,Gd,Gd,GasA,TA,Y,Gd,TA,Unf,Attchd,7,1824.0,1643.0,0,1219,1824.0,35469.990413139654,739.0,1971,
RL,Pave,IR1,Gtl,NridgHt,1Story,Gd,PConc,Ex,Gd,Ex,GasA,Ex,Y,Gd,Gd,Fin,Attchd,9,1850.0,1833.0,0,1261,1850.0,16033.0,772.0,2004,98.0
RL,Pave,Reg,Gtl,Edwards,1.5Fin,TA,BrkTil,TA,No,TA,GasA,Gd,Y,TA,,NoGarage,,5,1355.0,644.0,547,351,808.0,10106.0,0.0,1940,62.0
RL,Pave,Reg,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1668.0,840.0,828,0,840.0,11317.0,500.0,2003,72.0
RM,Pave,IR1,Gtl,IDOTRR,1.5Fin,TA,CBlock,TA,No,TA,GasA,TA,Y,Fa,,NoGarage,,6,1406.0,319.0,371,0,1035.0,7920.0,0.0,1920,
RL,Pave,IR1,Gtl,NAmes,1Story,Gd,CBlock,TA,No,TA,GasA,Ex,Y,Gd,Gd,Fin,Attchd,6,1888.0,1517.0,0,247,1888.0,16492.0,578.0,1966,130.7618378042347
RL,Pave,IR1,Gtl,StoneBr,1Story,Gd,PConc,Gd,Mn,Gd,GasA,Gd,Y,Gd,Gd,Fin,Attchd,8,1228.0,1228.0,0,767,1228.0,4671.0,472.0,1988,40.0
RL,Pave,IR1,Gtl,Gilbert,2Story,TA,PConc,Gd,Gd,Gd,GasA,Gd,Y,TA,TA,Fin,Attchd,6,1638.0,943.0,695,828,943.0,9042.0,472.0,1998,59.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Fin,Attchd,4,960.0,960.0,0,520,960.0,10921.0,432.0,1965,73.0
RL,Pave,IR1,Gtl,Edwards,1Story,Ex,PConc,Ex,No,Ex,GasA,Ex,Y,Ex,Gd,Fin,Attchd,9,1698.0,1698.0,0,1234,1698.0,13286.0,768.0,2007,86.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,RFn,Attchd,5,1063.0,1056.0,0,354,1063.0,9920.0,280.0,1954,80.0
RL,Pave,Reg,Gtl,Sawyer,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,Unf,Attchd,5,1236.0,912.0,0,465,1236.0,6993.0,288.0,1961,65.0
RL,Pave,Reg,Gtl,SawyerW,1Story,TA,Slab,NoBasement,NoBasement,NoBasement,GasA,TA,Y,TA,,Unf,Attchd,5,1535.0,0.0,0,0,1535.0,7018.0,410.0,1979,64.0
RM,Pave,Reg,Gtl,MeadowV,SFoyer,TA,CBlock,Gd,Av,Gd,GasA,Gd,Y,TA,,NoGarage,,4,630.0,630.0,0,495,630.0,1890.0,0.0,1972,21.0
RM,Pave,Reg,Gtl,MeadowV,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,RFn,Attchd,4,1092.0,546.0,546,273,546.0,2217.0,286.0,1970,21.0
RL,Pave,IR1,Gtl,NridgHt,1Story,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,Ex,Ex,Fin,Attchd,9,1652.0,1652.0,0,1572,1652.0,13173.0,840.0,2006,108.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Attchd,5,1144.0,1144.0,0,572,1144.0,7875.0,456.0,1961,75.0
RL,Pave,Reg,Gtl,Somerst,1Story,Gd,PConc,Ex,Av,Ex,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,1795.0,1795.0,0,0,1795.0,9986.0,895.0,2006,75.0
RL,Pave,IR1,Gtl,CollgCr,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,7,1541.0,1541.0,0,0,1541.0,13704.0,843.0,2001,118.0
RL,Pave,Reg,Gtl,NAmes,SLvl,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Basment,5,1507.0,1075.0,0,666,1507.0,7910.0,404.0,1960,70.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Unf,Detchd,8,1441.0,776.0,677,0,764.0,2645.0,492.0,1999,24.0
RL,Pave,IR1,Gtl,CollgCr,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1479.0,1468.0,0,0,1479.0,9382.0,577.0,1999,93.0
RM,Pave,Reg,Gtl,BrDale,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,6,987.0,483.0,504,358,483.0,1680.0,264.0,1971,21.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,4,672.0,672.0,0,344,672.0,9340.0,234.0,1941,50.0
RL,Pave,Reg,Mod,SWISU,2.5Fin,TA,PConc,TA,No,TA,GasA,Ex,Y,Gd,Gd,Unf,Detchd,5,2192.0,720.0,720,378,1052.0,8400.0,240.0,1939,60.0
RL,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,8,2000.0,2000.0,0,1464,2000.0,10386.0,888.0,2004,80.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,PConc,Gd,No,Gd,GasA,Gd,Y,TA,,Unf,Attchd,5,1125.0,1125.0,0,0,1125.0,8536.0,430.0,2006,74.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,Slab,NoBasement,NoBasement,NoBasement,GasA,Gd,Y,TA,Gd,NoGarage,,5,1124.0,0.0,0,0,1124.0,8335.0,0.0,1954,77.0
RL,Pave,Reg,Gtl,Crawfor,1Story,TA,PConc,TA,No,TA,GasA,Ex,Y,Gd,TA,Fin,Attchd,6,1839.0,1477.0,0,1186,1839.0,14442.0,416.0,1957,110.0
RL,Pave,IR2,Sev,ClearCr,1.5Fin,Gd,CBlock,Gd,Gd,Gd,GasA,Gd,Y,Gd,TA,Fin,Attchd,6,2144.0,1444.0,700,697,1444.0,35469.990413139654,389.0,1958,
RL,Pave,Reg,Mod,ClearCr,2Story,Gd,PConc,Ex,Gd,Ex,GasA,Ex,Y,Gd,,RFn,Attchd,7,2260.0,1306.0,954,1201,1306.0,14000.0,533.0,1996,80.0
RL,Pave,Reg,Gtl,NAmes,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,RFn,Attchd,6,1977.0,816.0,850,442,1127.0,9500.0,540.0,1964,100.0
RL,Pave,Reg,Gtl,Mitchel,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,4,845.0,845.0,0,565,845.0,7599.0,360.0,1982,69.0
RL,Pave,IR1,Gtl,CollgCr,2Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,6,1786.0,824.0,881,648,905.0,9337.0,684.0,1997,69.0
RL,Pave,IR1,Mod,Crawfor,2.5Fin,TA,BrkTil,Ex,No,Ex,GasA,Fa,Y,TA,Gd,Fin,Detchd,6,2555.0,588.0,748,0,1423.0,11526.0,672.0,1922,79.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,Gd,Gd,RFn,Attchd,5,1700.0,1398.0,0,1018,1700.0,10552.0,447.0,1959,70.0
RL,Pave,IR1,Gtl,Gilbert,2Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,TA,TA,Fin,Attchd,6,1671.0,959.0,712,786,959.0,10852.0,472.0,2000,58.0
RM,Pave,Reg,Gtl,IDOTRR,1.5Fin,TA,BrkTil,TA,No,TA,GasA,TA,Y,TA,Gd,Unf,Detchd,6,1376.0,780.0,596,0,780.0,8600.0,198.0,1937,50.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,CBlock,TA,No,TA,GasA,Fa,Y,TA,Gd,Unf,Attchd,6,1689.0,1436.0,0,0,1689.0,9855.0,480.0,1956,73.0
RM,Pave,Reg,Gtl,OldTown,2Story,TA,BrkTil,TA,No,TA,GasA,Ex,Y,TA,,Unf,Detchd,7,2554.0,718.0,978,0,1576.0,10800.0,704.0,1890,60.0
RM,Pave,IR1,Gtl,OldTown,1.5Fin,TA,BrkTil,TA,Mn,TA,GasA,Gd,Y,TA,Gd,Unf,Detchd,5,1416.0,876.0,540,0,876.0,12665.0,720.0,1915,100.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,816.0,816.0,0,708,816.0,7100.0,308.0,1957,73.0
RL,Pave,Reg,Gtl,NWAmes,1Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,TA,RFn,Attchd,7,1370.0,1090.0,0,0,1370.0,10400.0,479.0,1976,80.0
RL,Pave,IR1,Gtl,NWAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,RFn,Attchd,6,1442.0,1442.0,0,0,1442.0,11717.0,615.0,1970,
RM,Pave,Reg,Gtl,BrkSide,1.5Fin,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,1285.0,672.0,213,336,1072.0,8635.0,240.0,1948,50.0
RL,Pave,IR1,Gtl,Gilbert,SLvl,TA,PConc,Gd,No,Gd,GasA,Gd,Y,TA,TA,Fin,BuiltIn,7,1474.0,384.0,670,0,804.0,8530.0,400.0,1995,
RL,Pave,IR1,Gtl,NoRidge,2Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,TA,TA,Unf,Attchd,7,2013.0,1117.0,886,862,1127.0,9920.0,455.0,1996,92.0
RL,Pave,Reg,Gtl,Somerst,1Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,1563.0,1563.0,0,33,1563.0,10206.0,758.0,2007,78.0
RL,Pave,IR1,Mod,ClearCr,1Story,TA,CBlock,Gd,Gd,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,4,1663.0,1364.0,0,1116,1663.0,35469.990413139654,529.0,1954,
RL,Pave,Reg,Gtl,NAmes,1.5Fin,TA,CBlock,TA,No,TA,GasA,TA,N,TA,,NoGarage,,4,1192.0,720.0,472,0,720.0,10800.0,0.0,1949,60.0
RM,Pave,Reg,Gtl,OldTown,2Story,TA,BrkTil,TA,No,TA,GasW,Fa,N,TA,,Unf,2Types,4,1774.0,1095.0,679,0,1095.0,9600.0,779.0,1900,60.0
RL,Pave,Reg,Gtl,CollgCr,2Story,Gd,PConc,Gd,Mn,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1962.0,1391.0,571,464,1391.0,8760.0,868.0,2006,73.0
RL,Pave,IR1,Gtl,Gilbert,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,7,1302.0,1302.0,0,0,1302.0,8993.0,436.0,2007,73.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,BrkTil,Fa,No,Fa,GasA,TA,Y,TA,,Unf,Detchd,6,1118.0,648.0,384,0,734.0,4400.0,440.0,1920,40.0
FV,Pave,Reg,Gtl,Somerst,1Story,Ex,PConc,Ex,Mn,Ex,GasA,Ex,Y,Ex,Gd,Fin,Attchd,9,1766.0,1766.0,0,1121,1766.0,9187.0,478.0,2009,85.0
RL,Pave,Reg,Gtl,Gilbert,1Story,TA,PConc,Gd,No,Gd,GasA,Gd,Y,TA,TA,Fin,Attchd,7,1253.0,1237.0,0,0,1253.0,7875.0,402.0,1995,63.0
RL,Pave,Reg,Gtl,SawyerW,1Story,TA,PConc,Gd,No,Gd,GasA,TA,Y,TA,,Unf,Attchd,6,1097.0,1040.0,0,338,1097.0,9672.0,480.0,1984,81.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,Fa,Fin,Attchd,5,1078.0,1078.0,0,734,1078.0,12537.0,500.0,1971,
RL,Pave,IR1,Gtl,Gilbert,2Story,TA,PConc,Gd,No,Gd,GasA,Gd,Y,TA,TA,Fin,BuiltIn,6,1572.0,806.0,766,0,806.0,10364.0,373.0,1995,
RL,Pave,Reg,Sev,ClearCr,1Story,Gd,PConc,Gd,Gd,Gd,GasA,TA,Y,Gd,TA,Fin,Attchd,7,1524.0,1332.0,192,1258,1332.0,23595.0,586.0,1979,
RL,Pave,IR1,Gtl,Gilbert,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,RFn,BuiltIn,7,2060.0,992.0,1038,772,1022.0,8755.0,390.0,1999,
RL,Pave,IR1,Gtl,Timber,SLvl,TA,CBlock,TA,No,TA,GasA,Gd,Y,Gd,Gd,RFn,Basment,6,1344.0,819.0,0,111,1344.0,14375.0,525.0,1958,
RM,Pave,Reg,Gtl,IDOTRR,1.5Fin,TA,PConc,TA,No,TA,GasA,Ex,Y,TA,TA,Unf,Detchd,7,1818.0,1040.0,592,224,1226.0,7758.0,240.0,1931,
RL,Pave,Reg,Gtl,Sawyer,1Story,TA,CBlock,TA,Mn,TA,GasA,Gd,Y,TA,,Unf,Attchd,4,1029.0,1029.0,0,903,1029.0,7943.0,261.0,1961,61.0
RM,Pave,Reg,Gtl,MeadowV,2Story,TA,CBlock,Gd,No,Gd,GasA,Gd,Y,TA,Gd,Fin,Attchd,6,2521.0,942.0,1230,837,1291.0,3964.0,576.0,1973,42.0
RL,Pave,Reg,Gtl,CollgCr,2Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,6,1500.0,750.0,750,0,750.0,8846.0,564.0,2005,68.0
RL,Pave,IR1,Mod,NAmes,1Story,Gd,PConc,TA,Gd,TA,GasA,Ex,Y,Gd,TA,Unf,Attchd,8,2217.0,2154.1927632034717,0,351,2129.096057431453,15865.0,621.0,1970,95.0
RL,Pave,IR1,Gtl,NridgHt,1Story,Gd,PConc,Gd,Mn,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,1370.0,1370.0,0,24,1370.0,6442.0,484.0,2006,44.0
FV,Pave,Reg,Gtl,Somerst,1Story,Gd,PConc,Gd,No,Gd,GasA,Gd,Y,Gd,,Fin,Attchd,6,1262.0,1262.0,0,905,1262.0,7200.0,572.0,2006,60.0
RL,Pave,Reg,Gtl,Timber,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,BuiltIn,7,1894.0,817.0,1070,624,824.0,11316.0,510.0,2002,80.0
RL,Pave,Reg,Gtl,NridgHt,1Story,Ex,PConc,Ex,No,Ex,GasA,Ex,Y,Gd,,Fin,Attchd,8,1694.0,1694.0,0,0,1694.0,12030.0,818.0,2007,93.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Detchd,4,864.0,864.0,0,524,864.0,10500.0,576.0,1971,70.0
RM,Pave,Reg,Gtl,Edwards,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Unf,Detchd,6,1709.0,970.0,739,0,970.0,2522.0,380.0,2004,24.0
RL,Pave,IR1,Gtl,NAmes,1.5Fin,TA,BrkTil,TA,No,TA,GasA,Gd,Y,TA,Gd,Unf,Attchd,4,1738.0,715.0,457,0,1281.0,12513.0,368.0,1920,
RL,Pave,Reg,Gtl,NAmes,1Story,TA,PConc,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,5,1319.0,608.0,0,428,1319.0,10634.0,270.0,1953,79.0
RL,Pave,Reg,Gtl,SawyerW,2Story,TA,PConc,Gd,Mn,Gd,GasA,Gd,Y,Gd,TA,Unf,Attchd,7,2829.164657188144,1673.0,1523,1470,1699.0,12376.0,594.0,1990,90.0
RM,Pave,Reg,Gtl,IDOTRR,2Story,TA,PConc,TA,No,TA,GasA,TA,Y,Gd,,NoGarage,,6,1355.0,684.0,582,0,773.0,6882.0,0.0,1914,60.0
RL,Pave,IR1,Gtl,BrkSide,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,Fa,,NoGarage,,3,1306.0,728.0,0,0,1306.0,5350.0,0.0,1940,55.0
RL,Pave,Reg,Gtl,CollgCr,SFoyer,TA,CBlock,Gd,Av,Gd,GasA,TA,Y,TA,,Unf,Detchd,5,768.0,768.0,0,656,768.0,8445.0,396.0,1972,70.0
RL,Pave,Reg,Gtl,BrkSide,1.5Unf,TA,BrkTil,TA,No,TA,GasA,Ex,Y,TA,TA,RFn,Attchd,5,1077.0,991.0,0,851,1077.0,7420.0,205.0,1939,50.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,,Unf,Detchd,3,1183.0,649.0,504,331,679.0,6000.0,308.0,1948,50.0
RL,Pave,IR1,Gtl,Gilbert,2Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1456.0,728.0,728,0,728.0,9018.0,400.0,2007,65.0
RL,Pave,IR1,Gtl,Gilbert,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,BuiltIn,7,2291.0,975.0,1286,0,1005.0,8738.0,429.0,1999,66.0
RM,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,6,848.0,848.0,0,685,848.0,4435.0,420.0,2003,
RL,Pave,Reg,Gtl,NridgHt,2Story,Ex,PConc,Ex,Av,Ex,GasA,Ex,Y,Ex,Ex,Fin,BuiltIn,10,2332.0,1682.0,590,1280,1742.0,12474.0,846.0,2007,96.0
RM,Pave,Reg,Gtl,BrkSide,1.5Fin,TA,BrkTil,TA,No,TA,GasA,Ex,Y,TA,Fa,Unf,Detchd,5,1348.0,884.0,464,0,884.0,6000.0,216.0,1925,50.0
RL,Pave,Reg,Gtl,Edwards,2Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,Gd,TA,Unf,Basment,6,2108.0,1127.0,872,626,1236.0,13728.0,540.0,1935,120.0
C,Pave,Reg,Mod,IDOTRR,1.5Fin,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,CarPort,4,1336.0,637.0,439,637,897.0,11040.0,570.0,1920,60.0
RL,Pave,IR3,Gtl,Edwards,2Story,Ex,PConc,Ex,Gd,Ex,GasA,Ex,Y,Ex,Gd,Fin,Attchd,10,2829.164657188144,2154.1927632034717,950,5644,2129.096057431453,35469.990413139654,1007.4922406197524,2008,130.7618378042347
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,Unf,Detchd,5,1344.0,1024.0,0,457,1344.0,9503.0,484.0,1958,
FV,Pave,IR1,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,TA,,Fin,BuiltIn,8,1935.0,832.0,1103,544,832.0,8004.0,552.0,2009,75.0
RL,Pave,Reg,Gtl,Edwards,1.5Fin,TA,PConc,TA,No,TA,GasA,Ex,Y,TA,,Unf,Detchd,4,1470.0,941.0,473,0,997.0,8172.0,548.0,1954,60.0
RL,Pave,IR2,Gtl,NWAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,Gd,RFn,Attchd,7,2156.0,1568.0,0,297,2129.096057431453,20781.0,508.0,1968,
RM,Pave,Reg,Gtl,Sawyer,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,1728.0,1728.0,0,1332,1728.0,9100.0,504.0,1963,70.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Gd,Y,Gd,,RFn,Attchd,7,1768.0,866.0,902,400,866.0,9803.0,603.0,2005,75.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,5,1048.0,1048.0,0,586,1048.0,10152.0,286.0,1956,72.0
RL,Pave,IR1,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1728.0,864.0,864,0,864.0,9313.0,572.0,2004,65.0
RM,Pave,Reg,Gtl,OldTown,2Story,TA,BrkTil,TA,No,TA,OthW,Fa,N,TA,,NoGarage,,8,2358.0,684.0,1215,259,938.0,5250.0,0.0,1872,50.0
RL,Pave,IR1,Gtl,Timber,SLvl,Gd,PConc,Ex,Av,Ex,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1146.0,868.0,0,786,1146.0,9590.0,438.0,2003,73.0
RL,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,8,1601.0,1581.0,0,1358,1601.0,11423.0,670.0,2001,
RL,Pave,Reg,Gtl,Sawyer,1.5Fin,Gd,CBlock,TA,No,TA,GasA,Ex,Y,Gd,Gd,Unf,Attchd,5,1920.0,1052.0,668,57,1252.0,13650.0,451.0,1958,
RM,Pave,Reg,Gtl,OldTown,2Story,TA,CBlock,Fa,No,Fa,GasA,Gd,Y,TA,,Unf,Detchd,4,1363.0,622.0,622,0,741.0,7740.0,528.0,1910,60.0
RL,Pave,IR1,Gtl,Edwards,1Story,TA,PConc,Ex,Mn,Ex,GasA,Fa,Y,TA,,Unf,Detchd,5,1148.0,980.0,0,210,1148.0,6420.0,308.0,1952,57.0
RL,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,7,1294.0,1286.0,0,0,1294.0,6762.0,662.0,2006,64.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Detchd,5,1248.0,912.0,336,324,912.0,9439.0,160.0,1930,52.0
RL,Pave,Reg,Gtl,Gilbert,SLvl,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,BuiltIn,8,1419.0,408.0,640,353,779.0,7750.0,527.0,2002,
RL,Pave,IR1,Gtl,NWAmes,1Story,Gd,CBlock,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,6,1440.0,1440.0,0,678,1440.0,12546.0,467.0,1981,
RL,Pave,Reg,Gtl,Mitchel,1Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,TA,,NoGarage,,5,1140.0,1140.0,0,0,1140.0,17217.0,0.0,2006,90.0
RL,Pave,IR1,Gtl,NWAmes,2Story,TA,CBlock,Gd,Mn,Gd,GasA,Ex,Y,TA,TA,RFn,Attchd,7,2090.0,1107.0,983,859,1107.0,10382.0,484.0,1973,
RL,Pave,IR1,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1640.0,798.0,842,0,798.0,7226.0,595.0,2003,72.0
RL,Pave,Reg,Gtl,SawyerW,1Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Fa,RFn,Attchd,6,1679.0,1408.0,0,1138,1679.0,8125.0,575.0,1994,65.0
RM,Pave,Reg,Gtl,BrkSide,1.5Fin,TA,BrkTil,TA,No,TA,GasA,Ex,Y,TA,Gd,Unf,Detchd,6,1218.0,735.0,349,375,869.0,6000.0,440.0,1941,60.0
